word,phonetic,meaning,part_of_speech,level
ghost,/ɡoʊst/,鬼；幽灵,n.,B1
giant,/ˈdʒaɪənt/,巨大的；巨人,"adj., n.",B1
glad,/ɡlæd/,高兴的,adj.,B1
global,/ˈɡloʊbəl/,全球的,adj.,B1
glove,/ɡlʌv/,手套,n.,B1
go,/ɡoʊ/,去；走,n.,B1
grade,/ɡreɪd/,等级；成绩,n.,B1
graduate,/ˈɡrædʒuət/,毕业；毕业生,"n., v.",B1
grain,/ɡreɪn/,谷物；颗粒,n.,B1
grateful,/ˈɡreɪtfəl/,感激的,adj.,B1
growth,/ɡroʊθ/,增长；成长,n.,B1
guard,/ɡɑrd/,守卫；保护,"n., v.",B1
guilty,/ˈɡɪlti/,有罪的；内疚的,adj.,B1
hand,/hænd/,手；递给,v.,B1
hang,/hæŋ/,悬挂；挂,v.,B1
happiness,/ˈhæpinəs/,幸福；快乐,n.,B1
hardly,/ˈhɑrdli/,几乎不,adv.,B1
hate,/heɪt/,憎恨；讨厌,n.,B1
head,/hɛd/,头；领导,v.,B1
headline,/ˈhɛdlaɪn/,标题；头条,n.,B1
heating,/ˈhiːtɪŋ/,供暖；加热,n.,B1
heavily,/ˈhɛvəli/,大量地；沉重地,adv.,B1
helicopter,/ˈhɛlɪˌkɑptər/,直升机,n.,B1
highlight,/ˈhaɪˌlaɪt/,突出；亮点,"v., n.",B1
highly,/ˈhaɪli/,高度地；非常,adv.,B1
highway,/ˈhaɪweɪ/,高速公路,n.,B1
hire,/haɪr/,雇用；租用,v.,B1
historic,/hɪˈstɔrɪk/,历史上重要的,adj.,B1
historical,/hɪˈstɔrɪkəl/,历史的,adj.,B1
district,/ˈdɪstrɪkt/,地区；行政区,n.,B1
divide,/dɪˈvaɪd/,分开；除,v.,B1
documentary,/ˌdɑkjəˈmɛntəri/,纪录片,n.,B1
donate,/ˈdoʊneɪt/,捐赠,v.,B1
double,/ˈdʌbəl/,双倍的；加倍,adv.,B1
doubt,/daʊt/,怀疑；疑问,"n., v.",B1
dressed,/drɛst/,穿着衣服的,adj.,B1
drop,/drɑp/,掉落；下降,n.,B1
drum,/drʌm/,鼓,n.,B1
drunk,/drʌŋk/,醉的；醉汉,adj.,B1
due,/duː/,到期的；应得的,adj.,B1
dust,/dʌst/,灰尘,n.,B1
duty,/ˈduːti/,责任；职责,n.,B1
earthquake,/ˈɝːθkweɪk/,地震,n.,B1
eastern,/ˈiːstərn/,东方的,adj.,B1
economic,/ˌiːkəˈnɑmɪk/,经济的,adj.,B1
economy,/ɪˈkɑnəmi/,经济,n.,B1
edge,/ɛdʒ/,边缘,n.,B1
editor,/ˈɛdɪtər/,编辑,n.,B1
educate,/ˈɛdʒəkeɪt/,教育,v.,B1
educated,/ˈɛdʒəkeɪtɪd/,受过教育的,adj.,B1
educational,/ˌɛdʒəˈkeɪʃənəl/,教育的,adj.,B1
effective,/ɪˈfɛktɪv/,有效的,adj.,B1
effectively,/ɪˈfɛktɪvli/,有效地；实际上,adv.,B1
effort,/ˈɛfərt/,努力,n.,B1
election,/ɪˈlɛkʃən/,选举,n.,B1
element,/ˈɛləmənt/,元素；要素,n.,B1
embarrassed,/ɪmˈbærəst/,尴尬的,adj.,B1
embarrassing,/ɪmˈbærəsɪŋ/,令人尴尬的,adj.,B1
emergency,/ɪˈmɝːdʒənsi/,紧急情况,n.,B1
emotion,/ɪˈmoʊʃən/,情感；情绪,n.,B1
employment,/ɪmˈplɔɪmənt/,就业；工作,n.,B1
empty,/ˈɛmpti/,空的,v.,B1
encourage,/ɪnˈkɝːɪdʒ/,鼓励,v.,B1
enemy,/ˈɛnəmi/,敌人,n.,B1
engaged,/ɪnˈɡeɪdʒd/,订婚的；从事于,adj.,B1
engineering,/ˌɛndʒəˈnɪrɪŋ/,工程；工程学,n.,B1
entertain,/ˌɛntərˈteɪn/,娱乐；招待,v.,B1
entertainment,/ˌɛntərˈteɪnmənt/,娱乐,n.,B1
entrance,/ˈɛntrəns/,入口；进入,n.,B1
entry,/ˈɛntri/,进入；条目,n.,B1
environmental,/ɪnˌvaɪrənˈmɛntəl/,环境的,adj.,B1
episode,/ˈɛpəsoʊd/,一集；事件,n.,B1
equal,/ˈiːkwəl/,相等的；平等的,"adj., v.",B1
equally,/ˈiːkwəli/,同样地；平等地,adv.,B1
escape,/ɪˈskeɪp/,逃跑；逃脱,"v., n.",B1
essential,/ɪˈsɛnʃəl/,必要的；基本的,adj.,B1
eventually,/ɪˈvɛntʃuəli/,最终,adv.,B1
examine,/ɪɡˈzæmɪn/,检查；考试,v.,B1
except,/ɪkˈsɛpt/,除了,conj.,B1
exchange,/ɪksˈtʃeɪndʒ/,交换；交流,"n., v.",B1
excitement,/ɪkˈsaɪtmənt/,兴奋；激动,n.,B1
exhibition,/ˌɛksəˈbɪʃən/,展览,n.,B1
exit,/ˈɛɡzɪt/,出口；离开,n.,B1
expand,/ɪkˈspænd/,扩大；扩展,v.,B1
expected,/ɪkˈspɛktɪd/,预期的,adj.,B1
experience,/ɪkˈspɪriəns/,经验；经历,v.,B1
experienced,/ɪkˈspɪriənst/,有经验的,adj.,B1
experiment,/ɪkˈspɛrəmənt/,实验,v.,B1
explode,/ɪkˈsploʊd/,爆炸,v.,B1
explore,/ɪkˈsplɔr/,探索,v.,B1
explosion,/ɪkˈsploʊʒən/,爆炸,n.,B1
export,/ˈɛkspɔrt/,出口；出口商品,"n., v.",B1
extra,/ˈɛkstrə/,额外的,"n., adv.",B1
face,/feɪs/,脸；面对,v.,B1
fairly,/ˈfɛrli/,相当；公平地,adv.,B1
familiar,/fəˈmɪljər/,熟悉的,adj.,B1
fancy,/ˈfænsi/,精致的；想象,adj.,B1
far,/fɑr/,远的；很,adj.,B1
fascinating,/ˈfæsəneɪtɪŋ/,迷人的；极有吸引力的,adj.,B1
comparison,/kəmˈpærɪsən/,比较,n.,B1
competitive,/kəmˈpɛtətɪv/,有竞争力的,adj.,B1
competitor,/kəmˈpɛtətər/,竞争者,n.,B1
complaint,/kəmˈpleɪnt/,抱怨；投诉,n.,B1
complex,/ˈkɑmplɛks/,复杂的；综合体,adj.,B1
concentrate,/ˈkɑnsənˌtreɪt/,集中；专心,v.,B1
conclude,/kənˈkluːd/,得出结论；结束,v.,B1
conclusion,/kənˈkluːʒən/,结论,n.,B1
confident,/ˈkɑnfədənt/,自信的,adj.,B1
confirm,/kənˈfɝːm/,确认,v.,B1
confuse,/kənˈfjuːz/,使困惑,v.,B1
confused,/kənˈfjuːzd/,困惑的,adj.,B1
connection,/kəˈnɛkʃən/,联系；连接,n.,B1
consequence,/ˈkɑnsəˌkwɛns/,后果,n.,B1
consist,/kənˈsɪst/,由……组成,v.,B1
consume,/kənˈsuːm/,消耗；消费,v.,B1
consumer,/kənˈsuːmər/,消费者,n.,B1
contact,/ˈkɑntækt/,联系；接触,"n., v.",B1
container,/kənˈteɪnər/,容器,n.,B1
content1,/ˈkɑntɛnt/,内容,n.,B1
continuous,/kənˈtɪnjuəs/,连续的,adj.,B1
contrast,/ˈkɑntræst/,对比；反差,"n., v.",B1
convenient,/kənˈviːniənt/,方便的,adj.,B1
convince,/kənˈvɪns/,说服；使相信,v.,B1
cool,/kuːl/,凉的；酷的,v.,B1
corn,/kɔrn/,玉米,n.,B1
costume,/ˈkɑstuːm/,服装；戏服,n.,B1
cotton,/ˈkɑtən/,棉花；棉制品,n.,B1
count,/kaʊnt/,数；计算,n.,B1
countryside,/ˈkʌntrisaɪd/,乡村,n.,B1
court,/kɔrt/,法院；球场,n.,B1
cover,/ˈkʌvər/,覆盖；封面,n.,B1
covered,/ˈkʌvərd/,被覆盖的,adj.,B1
cream,/kriːm/,奶油；乳霜,adj.,B1
criminal,/ˈkrɪmənəl/,罪犯；犯罪的,adj.,B1
cruel,/ˈkruːəl/,残忍的,adj.,B1
cultural,/ˈkʌltʃərəl/,文化的,adj.,B1
cupboard,/ˈkʌbərd/,橱柜,n.,B1
currency,/ˈkɝːənsi/,货币,n.,B1
current,/ˈkɝːənt/,当前的；水流,adj.,B1
currently,/ˈkɝːəntli/,目前；当前,adv.,B1
curtain,/ˈkɝːtən/,窗帘,n.,B1
custom,/ˈkʌstəm/,习俗；定制,n.,B1
cut,/kʌt/,切；削减,n.,B1
daily,/ˈdeɪli/,每日的；日常的,adv.,B1
damage,/ˈdæmɪdʒ/,损害；损坏,"n., v.",B1
deal,/diːl/,处理；交易,n.,B1
decade,/ˈdɛkeɪd/,十年,n.,B1
deep,/diːp/,深的,adv.,B1
define,/dɪˈfaɪn/,定义,v.,B1
definite,/ˈdɛfənət/,明确的；确定的,adj.,B1
definition,/ˌdɛfəˈnɪʃən/,定义,n.,B1
deliver,/dɪˈlɪvər/,递送；交付,v.,B1
departure,/dɪˈpɑrtʃər/,离开；出发,n.,B1
despite,/dɪˈspaɪt/,尽管,prep.,B1
destination,/ˌdɛstəˈneɪʃən/,目的地,n.,B1
determine,/dɪˈtɝːmɪn/,决定；确定,v.,B1
determined,/dɪˈtɝːmɪnd/,坚定的；确定的,adj.,B1
development,/dɪˈvɛləpmənt/,发展,n.,B1
diagram,/ˈdaɪəˌɡræm/,图表；示意图,n.,B1
diamond,/ˈdaɪəmənd/,钻石,n.,B1
difficulty,/ˈdɪfɪˌkʌlti/,困难,n.,B1
direct,/dəˈrɛkt/,直接的；指导,"v., adv.",B1
directly,/dəˈrɛktli/,直接地,adv.,B1
dirt,/dɝːt/,灰尘；污垢,n.,B1
disadvantage,/ˌdɪsədˈvæntɪdʒ/,缺点；不利条件,n.,B1
disappointed,/ˌdɪsəˈpɔɪntɪd/,失望的,adj.,B1
disappointing,/ˌdɪsəˈpɔɪntɪŋ/,令人失望的,adj.,B1
discount,/ˈdɪskaʊnt/,折扣,n.,B1
dislike,/dɪsˈlaɪk/,不喜欢；厌恶,"v., n.",B1
battery,/ˈbætəri/,电池,n.,B1
battle,/ˈbætəl/,战斗；斗争,n.,B1
beauty,/ˈbjuːti/,美丽；美人,n.,B1
bee,/biː/,蜜蜂,n.,B1
belief,/bɪˈliːf/,信念；相信,n.,B1
bell,/bɛl/,铃；钟,n.,B1
bend,/bɛnd/,弯曲,"v., n.",B1
benefit,/ˈbɛnəfɪt/,益处；受益,v.,B1
better,/ˈbɛtər/,更好的；改善,n.,B1
bite,/baɪt/,咬；一口,"v., n.",B1
block,/blɑk/,块；阻挡,v.,B1
board,/bɔrd/,木板；董事会；登上,v.,B1
bomb,/bɑm/,炸弹,"n., v.",B1
border,/ˈbɔrdər/,边界；边境,n.,B1
bother,/ˈbɑðər/,打扰；烦恼,v.,B1
branch,/bræntʃ/,树枝；分支,n.,B1
brand,/brænd/,品牌,"n., v.",B1
brave,/breɪv/,勇敢的,adj.,B1
breath,/brɛθ/,呼吸,n.,B1
breathe,/briːð/,呼吸,v.,B1
breathing,/ˈbriːðɪŋ/,呼吸,n.,B1
bride,/braɪd/,新娘,n.,B1
bubble,/ˈbʌbəl/,泡泡；气泡,n.,B1
bury,/ˈbɛri/,埋葬,v.,B1
by,/baɪ/,通过；在……旁边,adv.,B1
cable,/ˈkeɪbəl/,电缆,n.,B1
calm,/kɑm/,平静的；使平静,"adj., v., n.",B1
campaign,/kæmˈpeɪn/,运动；活动,"n., v.",B1
candidate,/ˈkændədeɪt/,候选人,n.,B1
cap,/kæp/,帽子；盖子,n.,B1
captain,/ˈkæptən/,队长；船长,n.,B1
careless,/ˈkɛrləs/,粗心的,adj.,B1
category,/ˈkætəɡɔri/,类别,n.,B1
ceiling,/ˈsiːlɪŋ/,天花板,n.,B1
celebration,/ˌsɛləˈbreɪʃən/,庆祝；庆典,n.,B1
center,/ˈsɛntər/,中心；中央,v.,B1
central,/ˈsɛntrəl/,中心的；中央的,adj.,B1
ceremony,/ˈsɛrəˌmoʊni/,仪式；典礼,n.,B1
chain,/tʃeɪn/,链条；一连串,n.,B1
challenge,/ˈtʃælɪndʒ/,挑战,n.,B1
champion,/ˈtʃæmpiən/,冠军；拥护者,n.,B1
channel,/ˈtʃænəl/,频道；渠道,n.,B1
chapter,/ˈtʃæptər/,章节,n.,B1
charge,/tʃɑrdʒ/,收费；负责；指控,"n., v.",B1
cheap,/tʃiːp/,便宜的,adv.,B1
cheat,/tʃiːt/,欺骗；作弊,"v., n.",B1
cheerful,/ˈtʃɪrfəl/,愉快的,adj.,B1
chemical,/ˈkɛmɪkəl/,化学的；化学品,"adj., n.",B1
chest,/tʃɛst/,胸部；箱子,n.,B1
childhood,/ˈtʃaɪldhʊd/,童年,n.,B1
claim,/kleɪm/,声称；要求,"v., n.",B1
clause,/klɔz/,条款；从句,n.,B1
clear,/klɪr/,清楚的；清除,v.,B1
clever,/ˈklɛvər/,聪明的,adj.,B1
click,/klɪk/,点击,"v., n.",B1
client,/ˈklaɪənt/,客户,n.,B1
climb,/klaɪm/,爬；攀登,n.,B1
close2,/kloʊs/,关闭；结束,adv.,B1
cloth,/klɔθ/,布；布料,n.,B1
clue,/kluː/,线索,n.,B1
coach,/koʊtʃ/,教练；长途汽车,v.,B1
coal,/koʊl/,煤,n.,B1
coin,/kɔɪn/,硬币,n.,B1
collection,/kəˈlɛkʃən/,收藏；收集,n.,B1
colored,/ˈkʌlərd/,有颜色的,adj.,B1
combine,/kəmˈbaɪn/,结合；合并,v.,B1
comment,/ˈkɑmɛnt/,评论；意见,v.,B1
commercial,/kəˈmɝːʃəl/,商业的；广告,"adj., n.",B1
commit,/kəˈmɪt/,犯（错误、罪等）；承诺,v.,B1
communication,/kəˌmjuːnəˈkeɪʃən/,交流；沟通,n.,B1
absolutely,/ˌæbsəˈluːtli/,绝对地；完全地,adv.,B1
academic,/ˌækəˈdɛmɪk/,学术的；学业的,adj.,B1
access,/ˈæksɛs/,进入；使用权,"n., v.",B1
account,/əˈkaʊnt/,账户；解释,n.,B1
achievement,/əˈtʃiːvmənt/,成就,n.,B1
act,/ækt/,行动；表演,n.,B1
ad,/æd/,广告,n.,B1
addition,/əˈdɪʃən/,增加；加法,n.,B1
administration,/ədˌmɪnəˈstreɪʃən/,管理；行政,n.,B1
admire,/ədˈmaɪr/,钦佩；欣赏,v.,B1
admit,/ədˈmɪt/,承认；准许进入,v.,B1
advanced,/ədˈvænst/,先进的；高级的,adj.,B1
advise,/ədˈvaɪz/,建议,v.,B1
afford,/əˈfɔrd/,负担得起,v.,B1
age,/eɪdʒ/,年龄；变老,v.,B1
agent,/ˈeɪdʒənt/,代理人；经纪人,n.,B1
agreement,/əˈɡriːmənt/,协议；同意,n.,B1
ahead,/əˈhɛd/,向前；提前,adv.,B1
aim,/eɪm/,目标；旨在,"v., n.",B1
alarm,/əˈlɑrm/,警报；使惊恐,n.,B1
album,/ˈælbəm/,相册；专辑,n.,B1
alcohol,/ˈælkəhɔl/,酒精,n.,B1
alcoholic,/ˌælkəˈhɔlɪk/,含酒精的；酗酒者,adj.,B1
alternative,/ɔlˈtɝːnətɪv/,替代选择；替代的,adj.,B1
amazed,/əˈmeɪzd/,惊讶的,adj.,B1
ambition,/æmˈbɪʃən/,雄心；抱负,n.,B1
analysis,/əˈnæləsɪs/,分析,n.,B1
announce,/əˈnaʊns/,宣布,v.,B1
announcement,/əˈnaʊnsmənt/,公告；宣布,n.,B1
annoy,/əˈnɔɪ/,使恼怒；使烦恼,v.,B1
annoyed,/əˈnɔɪd/,恼怒的；烦恼的,adj.,B1
annoying,/əˈnɔɪɪŋ/,令人恼怒的,adj.,B1
apart,/əˈpɑrt/,分开；相隔,adv.,B1
apologize,/əˈpɑlədʒaɪz/,道歉,v.,B1
application,/ˌæpləˈkeɪʃən/,申请；应用,n.,B1
appointment,/əˈpɔɪntmənt/,约会；预约,n.,B1
appreciate,/əˈpriːʃiˌeɪt/,欣赏；感激,v.,B1
approximately,/əˈprɑksəmətli/,大约,adv.,B1
arrest,/əˈrɛst/,逮捕；拘留,"v., n.",B1
arrival,/əˈraɪvəl/,到达,n.,B1
assignment,/əˈsaɪnmənt/,任务；作业,n.,B1
assist,/əˈsɪst/,帮助；协助,v.,B1
atmosphere,/ˈætməsfɪr/,气氛；大气,n.,B1
attach,/əˈtætʃ/,附上；连接,v.,B1
attitude,/ˈætəˌtuːd/,态度,n.,B1
attract,/əˈtrækt/,吸引,v.,B1
attraction,/əˈtrækʃən/,吸引力；景点,n.,B1
authority,/əˈθɔrəti/,权威；当局,n.,B1
automatic,/ˌɔtəˈmætɪk/,自动的,adj.,B1
automatically,/ˌɔtəˈmætɪkli/,自动地,adv.,B1
average,/ˈævərɪdʒ/,平均的；平均数,v.,B1
award,/əˈwɔrd/,奖；授予,v.,B1
aware,/əˈwɛr/,意识到的,adj.,B1
backward,/ˈbækwərd/,向后的；落后的,adv.,B1
bake,/beɪk/,烘烤,v.,B1
balance,/ˈbæləns/,平衡；余额,"n., v.",B1
ban,/bæn/,禁止；禁令,"v., n.",B1
bank,/bæŋk/,银行；岸,(river) n.,B1
base,/beɪs/,基础；基地,"n., v.",B1
basic,/ˈbeɪsɪk/,基本的,adj.,B1
basis,/ˈbeɪsɪs/,基础；依据,n.,B1
abandon,/əˈbændən/,放弃；抛弃,v.,B2
abroad,/əˈbrɔːd/,在国外；到国外,adv.,B2
absolute,/ˈæbsəluːt/,绝对的；完全的,adj.,B2
acceptable,/əkˈseptəbəl/,可接受的；合意的,adj.,B2
accompany,/əˈkʌmpəni/,陪伴；伴随,v.,B2
accurate,/ˈækjərət/,准确的；精确的,adj.,B2
accuse,/əˈkjuːz/,指责；控告,v.,B2
acknowledge,/əkˈnɑːlɪdʒ/,承认；认可,v.,B2
acquire,/əˈkwaɪər/,获得；取得,v.,B2
actual,/ˈæktʃuəl/,实际的；真实的,adj.,B2
adapt,/əˈdæpt/,适应；改编,v.,B2
additional,/əˈdɪʃənəl/,额外的；附加的,adj.,B2
address,/əˈdres/,地址；处理；演讲,v.,B2
adopt,/əˈdɑːpt/,采用；收养,v.,B2
advance,/ədˈvæns/,前进；进步；提前,"n., v., adj.",B2
affair,/əˈfer/,事情；事务；恋爱关系,n.,B2
afterward,/ˈæftərwərd/,后来；以后,adv.,B2
agency,/ˈeɪdʒənsi/,机构；代理处,n.,B2
agenda,/əˈdʒendə/,议程；日程,n.,B2
aggressive,/əˈɡresɪv/,有攻击性的；好斗的；积极进取的,adj.,B2
aid,/eɪd/,帮助；援助,"n., v.",B2
aircraft,/ˈerkræft/,飞机；航空器,n.,B2
alter,/ˈɔːltər/,改变；修改,v.,B2
amount,/əˈmaʊnt/,数量；总额,v.,B2
anger,/ˈæŋɡər/,愤怒；使生气,n.,B2
angle,/ˈæŋɡəl/,角度；观点,n.,B2
anniversary,/ˌænəˈvɜːrsəri/,周年纪念日,n.,B2
annual,/ˈænjuəl/,每年的；年度的,adj.,B2
anxious,/ˈæŋkʃəs/,焦虑的；担心的；渴望的,adj.,B2
apparent,/əˈpærənt/,明显的；表面上的,adj.,B2
apparently,/əˈpærəntli/,显然；看来,adv.,B2
appeal,/əˈpiːl/,呼吁；吸引力；上诉,"n., v.",B2
approach,/əˈproʊtʃ/,接近；方法；途径,"n., v.",B2
appropriate,/əˈproʊpriət/,合适的；恰当的,adj.,B2
approval,/əˈpruːvəl/,批准；赞成,n.,B2
approve,/əˈpruːv/,批准；赞成,v.,B2
arise,/əˈraɪz/,出现；产生；发生,v.,B2
armed,/ɑːrmd/,武装的,adj.,B2
arms,/ɑːrmz/,武器；手臂,n.,B2
artificial,/ˌɑːrtəˈfɪʃəl/,人造的；人工的,adj.,B2
artistic,/ɑːrˈtɪstɪk/,艺术的；有艺术性的,adj.,B2
ashamed,/əˈʃeɪmd/,羞愧的；惭愧的,adj.,B2
aside,/əˈsaɪd/,在一边；除外,adv.,B2
aspect,/ˈæspekt/,方面；角度,n.,B2
assess,/əˈses/,评估；评价,v.,B2
assessment,/əˈsesmənt/,评估；评价,n.,B2
associate,/əˈsoʊʃiət/,联系；联想；同事,v.,B2
associated,/əˈsoʊʃieɪtɪd/,有关的；相关的,adj.,B2
association,/əˌsoʊsiˈeɪʃən/,协会；联系；关联,n.,B2
assume,/əˈsuːm/,假设；认为；承担,v.,B2
attempt,/əˈtempt/,尝试；企图,"n., v.",B2
attorney,/əˈtɜːrni/,律师,n.,B2
back,/bæk/,后面；背部；支持；回去,v.,B2
bacteria,/bækˈtɪriə/,细菌,n.,B2
bar,/bɑːr/,酒吧；条；阻止,v.,B2
barrier,/ˈbæriər/,障碍；屏障,n.,B2
basically,/ˈbeɪsɪkli/,基本上；大体上,adv.,B2
bear,/ber/,熊；忍受；承担,(deal with) v.,B2
beat,/biːt/,击败；敲打；节拍,n.,B2
beg,/beɡ/,乞求；恳求,v.,B2
being,/ˈbiːɪŋ/,存在；生物；人,n.,B2
bent,/bent/,弯曲的；弯腰的,adj.,B2
bet,/bet/,打赌；赌注,"v., n.",B2
beyond,/biˈjɑːnd/,超过；在……之外,"prep., adv.",B2
bill,/bɪl/,账单；钞票；议案,v.,B2
bitter,/ˈbɪtər/,苦的；痛苦的；激烈的,adj.,B2
blame,/bleɪm/,责备；归咎于,"v., n.",B2
blind,/blaɪnd/,失明的；盲目的,adj.,B2
bond,/bɑːnd/,纽带；债券；结合,n.,B2
breast,/brest/,胸部；乳房,n.,B2
brief,/briːf/,简短的；概要,adj.,B2
broad,/brɔːd/,宽的；广泛的,adj.,B2
broadcast,/ˈbrɔːdkæst/,广播；播送,"v., n.",B2
budget,/ˈbʌdʒɪt/,预算,n.,B2
bullet,/ˈbʊlət/,子弹,n.,B2
bunch,/bʌntʃ/,一束；一群；一堆,n.,B2
burn,/bɜːrn/,燃烧；烧伤,n.,B2
bush,/bʊʃ/,灌木；灌木丛,n.,B2
but,/bʌt/,但是；不过,prep.,B2
calculate,/ˈkælkjəleɪt/,计算,v.,B2
cancel,/ˈkænsəl/,取消,v.,B2
cancer,/ˈkænsər/,癌症,n.,B2
capable,/ˈkeɪpəbəl/,有能力的,adj.,B2
capacity,/kəˈpæsəti/,能力；容量；容纳量,n.,B2
capture,/ˈkæptʃər/,捕获；拍摄；夺取,"v., n.",B2
cast,/kæst/,投掷；演员阵容；铸造,"n., v.",B2
catch,/kætʃ/,抓住；赶上；捕捉,n.,B2
chair,/tʃer/,椅子；主持,v.,B2
chairman,/ˈtʃermən/,主席；负责人,n.,B2
characteristic,/ˌkerəktəˈrɪstɪk/,特征；特点；典型的,"n., adj.",B2
chart,/tʃɑːrt/,图表；图,v.,B2
chief,/tʃiːf/,主要的；首领,"adj., n.",B2
circumstance,/ˈsɜːrkəmstæns/,情况；环境；条件,n.,B2
cite,/saɪt/,引用；举例,v.,B2
citizen,/ˈsɪtəzən/,公民；市民,n.,B2
civil,/ˈsɪvəl/,公民的；民事的；文明的,adj.,B2
classic,/ˈklæsɪk/,经典的；经典作品,"adj., n.",B2
close1,/kloʊz/,关闭；接近,n.,B2
closely,/ˈkloʊsli/,紧密地；仔细地,adv.,B2
collapse,/kəˈlæps/,倒塌；崩溃,"v., n.",B2
combination,/ˌkɑːmbəˈneɪʃən/,组合；结合,n.,B2
comfort,/ˈkʌmfərt/,舒适；安慰,"n., v.",B2
command,/kəˈmænd/,命令；指挥,"n., v.",B2
commission,/kəˈmɪʃən/,委员会；佣金；委托,"n., v.",B2
commitment,/kəˈmɪtmənt/,承诺；投入；责任,n.,B2
committee,/kəˈmɪti/,委员会,n.,B2
commonly,/ˈkɑːmənli/,通常；普遍地,adv.,B2
complicated,/ˈkɑːmpləkeɪtɪd/,复杂的；难懂的,adj.,B2
component,/kəmˈpoʊnənt/,组成部分；部件,n.,B2
concentration,/ˌkɑːnsənˈtreɪʃən/,集中；专注；浓度,n.,B2
concept,/ˈkɑːnsept/,概念；观念,n.,B2
concern,/kənˈsɜːrn/,担心；关心；涉及,"n., v.",B2
concerned,/kənˈsɜːrnd/,担心的；有关的,adj.,B2
conduct,/kənˈdʌkt/,进行；行为,"v., n.",B2
confidence,/ˈkɑːnfədəns/,信心；自信,n.,B2
conflict,/ˈkɑːnflɪkt/,冲突；矛盾,"n., v.",B2
confusing,/kənˈfjuːzɪŋ/,令人困惑的,adj.,B2
congress,/ˈkɑːŋɡrəs/,国会；大会,n.,B2
conscious,/ˈkɑːnʃəs/,有意识的；清醒的,adj.,B2
conservative,/kənˈsɜːrvətɪv/,保守的,"adj., n.",B2
consideration,/kənˌsɪdəˈreɪʃən/,考虑；体谅,n.,B2
consistent,/kənˈsɪstənt/,一致的；始终如一的,adj.,B2
constant,/ˈkɑːnstənt/,持续的；恒定的,adj.,B2
constantly,/ˈkɑːnstəntli/,不断地；经常地,adv.,B2
construct,/kənˈstrʌkt/,建造；构建,v.,B2
construction,/kənˈstrʌkʃən/,建造；建设,n.,B2
contemporary,/kənˈtempəreri/,当代的；同时代的,adj.,B2
contest,/ˈkɑːntest/,比赛；竞争；争夺,"n., v.",B2
contract,/ˈkɑːntrækt/,合同；合约；收缩,"n., v.",B2
contribute,/kənˈtrɪbjuːt/,贡献；促成,v.,B2
contribution,/ˌkɑːntrəˈbjuːʃən/,贡献；捐款,n.,B2
convert,/kənˈvɜːrt/,转换；改变,v.,B2
convinced,/kənˈvɪnst/,确信的；信服的,adj.,B2
core,/kɔːr/,核心；核心部分,"n., adj.",B2
corporate,/ˈkɔːrpərət/,公司的；企业的,adj.,B2
council,/ˈkaʊnsəl/,委员会；理事会,n.,B2
county,/ˈkaʊnti/,县,n.,B2
courage,/ˈkɜːrɪdʒ/,勇气,n.,B2
crash,/kræʃ/,碰撞；崩溃；坠毁,"n., v.",B2
creation,/kriˈeɪʃən/,创造；作品,n.,B2
creature,/ˈkriːtʃər/,生物；动物,n.,B2
credit,/ˈkredɪt/,信用；学分；赞扬,v.,B2
crew,/kruː/,全体工作人员；机组人员,n.,B2
crisis,/ˈkraɪsɪs/,危机,n.,B2
criterion,/kraɪˈtɪriən/,标准；准则,n.,B2
critic,/ˈkrɪtɪk/,评论家；批评者,n.,B2
critical,/ˈkrɪtɪkəl/,关键的；批判性的；严重的,adj.,B2
criticism,/ˈkrɪtəsɪzəm/,批评；评论,n.,B2
criticize,/ˈkrɪtəsaɪz/,批评；指责,v.,B2
crop,/krɑːp/,庄稼；作物；收成,n.,B2
crucial,/ˈkruːʃəl/,至关重要的,adj.,B2
cry,/kraɪ/,哭；喊叫,n.,B2
cure,/kjʊr/,治愈；治疗方法,"v., n.",B2
curve,/kɜːrv/,曲线；弯曲,"n., v.",B2
curved,/kɜːrvd/,弯曲的,adj.,B2
date,/deɪt/,日期；约会,v.,B2
debate,/dɪˈbeɪt/,辩论；争论,"n., v.",B2
debt,/det/,债务,n.,B2
decent,/ˈdiːsənt/,体面的；不错的,adj.,B2
declare,/dɪˈkler/,宣布；声明,v.,B2
decline,/dɪˈklaɪn/,下降；拒绝,"v., n.",B2
decorate,/ˈdekəreɪt/,装饰,v.,B2
decoration,/ˌdekəˈreɪʃən/,装饰；装饰品,n.,B2
decrease,/dɪˈkriːs/,减少；下降,"v., n.",B2
deeply,/ˈdiːpli/,深深地；非常,adv.,B2
defeat,/dɪˈfiːt/,击败；失败,"v., n.",B2
defend,/dɪˈfend/,防御；保卫；辩护,v.,B2
defense,/dɪˈfens/,防御；辩护,n.,B2
delay,/dɪˈleɪ/,延迟；耽搁,"v., n.",B2
deliberate,/dɪˈlɪbərət/,故意的；深思熟虑的,adj.,B2
deliberately,/dɪˈlɪbərətli/,故意地；谨慎地,adv.,B2
delivery,/dɪˈlɪvəri/,递送；交付,n.,B2
demand,/dɪˈmænd/,要求；需求,"n., v.",B2
demonstrate,/ˈdemənstreɪt/,证明；展示,v.,B2
deny,/dɪˈnaɪ/,否认；拒绝,v.,B2
depressed,/dɪˈprest/,沮丧的；抑郁的,adj.,B2
